NYS PFI,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2 Number of Complaint Health Deficiencies,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Number of Health Revisits,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Total Health Score,Rating Cycle 3 Standard Health Survey Date,Rating Cycle 3 Total Number of Health Deficiencies,Rating Cycle 3 Number of Standard Health Deficiencies,Rating Cycle 3 Number of Complaint Health Deficiencies,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Number of Health Revisits,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
1374,335523,NORWEGIAN CHRISTIAN HOME AND HEALTH CENTER,1270 67TH STREET,BROOKLYN,NY,11219,7182322322,331,Kings,Non profit - Corporation,135,123.5,,Medicare and Medicaid,N,NORWEGIAN CHRISTIAN HOME AND HEALTH CENTER,7/1/76,N,,N,N,N,Resident,Yes,4,,4,,4,,3,,5,,3,,3,,,,2.25412,0.65945,0.71441,1.37386,3.62797,0,2.18692,0.81527,0.4401,3.44229,2.12642,0.59927,0.63972,3.3705,1/3/20,3,3,0,12,1,0,12,12/19/18,5,5,0,24,1,0,24,5/26/17,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,"1270 67TH STREET,BROOKLYN,NY,11219",2/1/21
1688,335168,OCEANVIEW NURSING & REHABILITATION CARE CENTER,315 BEACH 9TH STREET,FAR ROCKAWAY,NY,11691,7184716000,590,Queens,For profit - Corporation,102,89.3,,Medicare and Medicaid,N,Legal Business Name Not Available,7/1/69,N,,N,Y,N,Resident,Yes,4,,4,,3,,4,,2,,2,,2,,,,1.59858,0.77729,0.45789,1.23518,2.83376,0.25752,2.06186,0.8102,0.41707,3.28913,1.59948,0.71079,0.43265,2.75523,1/24/19,3,3,0,12,1,0,12,7/27/17,2,2,0,8,1,0,8,5/24/16,7,6,1,24,1,0,24,12.667,0,1,0,0,0,0,0,"315 BEACH 9TH STREET,FAR ROCKAWAY,NY,11691",2/1/21
1391,335163,OXFORD NURSING HOME,144 SO OXFORD ST,BROOKLYN,NY,11217,7186380360,331,Kings,For profit - Corporation,235,184.2,,Medicare and Medicaid,N,"OXFORD NURSING HOME, INC",1/1/67,N,,N,N,N,Both,Yes,3,,3,,5,,5,,5,,1,,1,,,,2.29034,0.67476,0.34075,1.01552,3.30586,0.10976,2.15519,0.91012,0.5732,3.63851,2.1924,0.54929,0.23427,2.90561,2/22/19,4,4,0,36,1,0,36,6/16/17,0,0,0,0,0,0,0,5/19/16,4,3,1,20,1,0,20,21.333,2,0,0,0,0,0,0,"144 SO OXFORD ST,BROOKLYN,NY,11217",2/1/21
1670,335363,OZANAM HALL OF QUEENS NURSING HOME INC,42 41 201ST STREET,BAYSIDE,NY,11361,7184232000,590,Queens,Non profit - Corporation,432,222.3,,Medicare and Medicaid,N,"OZANAM HALL OF QUEENS NURSING HOME, INC",9/10/72,N,,N,N,N,Both,Yes,5,,3,,5,,5,,5,,4,,4,,,,2.88742,0.49105,1.12743,1.61848,4.5059,0.06902,2.24439,0.81177,0.44303,3.49919,2.65411,0.44817,1.00286,4.11805,10/21/19,6,5,0,24,1,0,24,1/23/18,4,3,1,32,1,0,32,9/16/16,1,0,1,4,0,0,4,23.333,1,1,1,0,0,0,0,"42 41 201ST STREET,BAYSIDE,NY,11361",2/1/21
1392,335328,PALM GARDENS CENTER FOR NURSING AND REHABILITATION,615 AVENUE C,BROOKLYN,NY,11218,7186333300,331,Kings,For profit - Individual,240,210.3,,Medicare and Medicaid,N,PALM GARDENS CARE CENTER LLC,6/1/71,N,,N,N,N,Resident,Yes,3,,3,,3,,3,,3,,2,,2,,,,2.88032,0.66075,0.94216,1.6029,4.48322,0.06448,2.33351,0.94256,0.95964,4.23571,2.54646,0.51936,0.3869,3.38486,4/5/19,3,3,0,12,1,0,12,6/5/17,0,0,0,0,0,0,0,3/11/16,7,4,3,107,1,0,107,23.833,4,0,0,0,0,0,0,"615 AVENUE C,BROOKLYN,NY,11218",2/1/21
1238,335287,PARK GARDENS REHABILITATION & NURSING CENTER L L C,6585 BROADWAY,RIVERDALE,NY,10471,7185492200,20,Bronx,For profit - Partnership,200,166.1,,Medicare and Medicaid,N,PARK GARDENS REHABILITATION AND NURSING CENTER LLC,12/31/72,N,,N,N,N,Both,Yes,1,,1,,3,,2,,4,,2,,2,,,,2.18457,0.51551,0.43191,0.94742,3.132,0.09383,2.13223,0.88026,0.44336,3.45586,2.11368,0.43388,0.38391,2.8983,2/11/19,9,9,0,52,1,0,52,3/28/17,8,8,0,32,1,0,32,1/15/16,9,9,0,52,1,0,52,45.333,0,0,0,0,0,0,0,"6585 BROADWAY,RIVERDALE,NY,10471",2/1/21
1689,335093,PARK NURSING HOME,128 BEACH 115TH STREET,ROCKAWAY PARK,NY,11694,7184746400,590,Queens,For profit - Individual,196,172.9,,Medicare and Medicaid,N,PARK HOUSE CARE CENTER LLC,1/1/67,N,,N,N,N,Resident,Yes,2,,2,,3,,5,,1,,2,,2,,,,2.21775,0.60147,0.37494,0.97641,3.19415,0.04926,1.93776,0.74057,0.40516,3.08349,2.36112,0.60172,0.36469,3.31277,2/22/19,11,11,0,64,1,0,64,5/11/17,2,2,0,8,1,0,8,7/11/16,6,4,2,24,1,0,24,38.667,3,0,0,0,0,0,0,"128 BEACH 115TH STREET,ROCKAWAY PARK,NY,11694",2/1/21
1698,335317,PARK TERRACE CARE CENTER,59 20 VAN DOREN STREET,CORONA,NY,11368,7185929200,590,Queens,For profit - Corporation,200,170.7,,Medicare and Medicaid,N,PARK TERRACE CARE CENTER INC,2/3/71,N,,N,N,N,Resident,Yes,2,,2,,4,,5,,3,,3,,3,,,,2.49822,0.61499,0.86485,1.47984,3.97805,0.09922,2.24506,0.99035,0.53553,3.77093,2.29566,0.46007,0.63643,3.37364,10/1/19,3,3,0,28,1,0,28,4/13/18,2,2,0,8,1,0,8,12/23/16,5,5,0,40,2,20,60,26.667,0,0,0,0,0,0,0,"59 20 VAN DOREN STREET,CORONA,NY,11368",2/1/21
1671,335132,PARKER JEWISH INSTITUTE FOR HEALTH CARE & REHAB,271-11 76TH AVE,NEW HYDE PARK,NY,11040,7182892100,590,Queens,Non profit - Corporation,527,361.3,,Medicare and Medicaid,N,PARKER JEWISH INSTITUTE FOR HEALTH CARE AND REHABILITATION,3/14/72,N,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,4,,4,,,,2.54563,0.38622,1.11523,1.50145,4.04708,0.09698,2.14401,0.86903,0.48637,3.49941,2.44949,0.32926,0.90363,3.6985,3/5/19,3,1,2,12,1,0,12,7/10/17,3,2,1,16,1,0,16,5/6/16,1,1,0,4,1,0,4,12,1,1,0,0,0,0,0,"271-11 76TH AVE,NEW HYDE PARK,NY,11040",2/1/21
1245,335486,PELHAM PARKWAY NURSING CTR & REHAB FACILITY L L C,2401 LACONIA AVE,BRONX,NY,10469,7187988600,20,Bronx,For profit - Partnership,200,149.4,,Medicare and Medicaid,N,"PELHAM PARKWAY NURSING CARE & REHABILITATION FACILITY, LLC",4/1/76,N,,N,N,N,Resident,Yes,1,,2,,4,,5,,3,,1,,1,,,,1.83584,0.58017,0.3569,0.93707,2.77292,0.04007,2.12047,0.83394,0.47404,3.42845,1.78612,0.51542,0.2967,2.58652,2/27/20,7,7,0,36,1,0,36,12/11/18,4,3,1,16,1,0,16,2/15/17,4,3,1,16,1,0,16,26,3,0,0,0,0,0,0,"2401 LACONIA AVE,BRONX,NY,10469",2/1/21
1672,335387,PENINSULA NURSING AND REHABILITATION CENTER,50 15 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,11691,7187342000,590,Queens,For profit - Corporation,200,156.1,,Medicare and Medicaid,N,CARDIFF BAY CENTER LLC,4/18/73,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,4,,2,,3,,,,1.80656,0.37667,0.65099,1.02766,2.83423,0,2.00111,0.85791,0.49205,3.35107,1.86247,0.32529,0.52138,2.70476,8/14/19,8,7,1,32,1,0,32,4/19/18,2,2,0,8,1,0,8,12/30/16,7,7,0,36,1,0,36,24.667,1,0,0,0,0,0,0,"50 15 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,11691",2/1/21
1260,335581,PINNACLE MULTICARE NURSING AND REHAB CENTER,801 CO OP CITY BLVD,BRONX,NY,10475,7182396500,20,Bronx,For profit - Partnership,480,458,,Medicare and Medicaid,N,"BAY PARK CENTER FOR NURSING AND REHABILITATION, LLC",1/1/77,N,,N,N,N,Both,Yes,4,,3,,5,,5,,5,,2,,2,,,,2.07315,0.61045,0.45537,1.06582,3.13897,0.07192,1.99829,0.86895,0.54234,3.40958,2.14032,0.52047,0.33089,2.94417,5/30/19,2,1,0,20,1,0,20,7/19/17,0,0,0,0,0,0,0,4/29/16,13,9,4,64,1,0,64,20.667,0,1,1,0,0,0,0,"801 CO OP CITY BLVD,BRONX,NY,10475",2/1/21
1690,335292,PROMENADE REHABILITATION AND HEALTH CARE CENTER,140 BEACH 114TH STREET,ROCKAWAY PARK,NY,11694,7189454600,590,Queens,For profit - Corporation,240,170.4,,Medicare and Medicaid,N,"PROMENADE NURSING HOME, INC",2/12/70,N,,N,N,N,Resident,Yes,4,,4,,3,,5,,2,,2,,2,,,,2.24963,0.67139,0.68271,1.3541,3.60373,0.10151,2.02978,0.83076,0.64095,3.50149,2.28648,0.59875,0.41976,3.29137,1/31/20,1,1,0,4,1,0,4,5/22/18,2,1,1,8,1,0,8,4/24/17,6,4,2,24,1,0,24,8.667,5,0,0,0,0,0,0,"140 BEACH 114TH STREET,ROCKAWAY PARK,NY,11694",2/1/21
1216,335583,PROVIDENCE REST INC,3304 WATERBURY AVENUE,BRONX,NY,10465,7189313000,20,Bronx,Non profit - Corporation,200,134.4,,Medicare and Medicaid,N,PROVIDENCE REST,12/1/76,N,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,2,,2,,,,2.6704,0.61978,0.5548,1.17458,3.84498,0.13623,2.13924,0.84626,0.53505,3.52056,2.57528,0.5426,0.40863,3.4927,1/13/20,3,3,0,12,1,0,12,4/13/18,0,0,0,0,0,0,0,1/9/17,2,2,0,8,1,0,8,7.333,0,0,0,0,0,0,0,"3304 WATERBURY AVENUE,BRONX,NY,10465",2/1/21
1667,335606,QUEEN OF PEACE RESIDENCE,110-30 221ST STREET,QUEENS VILLAGE,NY,11429,7184641800,590,Queens,Non profit - Corporation,53,50.7,,Medicare and Medicaid,N,HOME FOR THE AGED OF THE LITTLE SISTERS OF THE POOR,1/1/77,N,,N,N,N,Resident,Yes,5,,5,,4,,4,,,2,5,,5,,,,3.01666,0.04276,1.79914,1.8419,4.85856,0.07324,2.04874,0.70805,0.3286,3.08538,3.03772,0.04474,2.15771,5.0359,11/7/19,0,0,0,0,0,0,0,3/16/18,2,2,0,8,1,0,8,10/28/16,0,0,0,0,0,0,0,2.667,0,0,0,0,0,0,0,"110-30 221ST STREET,QUEENS VILLAGE,NY,11429",2/1/21
5904,335791,QUEENS BOULEVARD EXTENDED CARE FACILITY,61 11 QUEENS BOULEVARD,WOODSIDE,NY,11377,7182050288,590,Queens,For profit - Limited Liability company,280,215.4,,Medicare and Medicaid,N,QUEENS BOULEVARD EXTENDED CARE FACILITY MANAGEMENT LLC,12/29/95,N,,N,N,N,Both,Yes,4,,3,,5,,5,,5,,3,,4,,,,2.45422,0.41858,1.08335,1.50193,3.95615,0.08355,2.31302,0.86592,0.50807,3.68702,2.18898,0.35813,0.8403,3.43144,8/9/19,1,1,0,4,1,0,4,10/16/17,4,4,0,28,1,0,28,7/22/16,4,4,0,28,1,0,28,16,0,0,0,0,0,0,0,"61 11 QUEENS BOULEVARD,WOODSIDE,NY,11377",2/1/21
1702,335448,QUEENS NASSAU REHABILITATION AND NURSING CENTER,520 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,7184717400,590,Queens,For profit - Corporation,200,162,,Medicare and Medicaid,N,QUEENS NASSAU REHABILITATION & NURSING CENTER,5/1/76,N,,N,N,N,Resident,Yes,3,,3,,4,,5,,2,,3,,3,,,,2.50445,0.81137,0.66049,1.47186,3.97631,0.15526,2.18908,0.98172,0.49892,3.66972,2.36024,0.61232,0.52171,3.46517,2/19/20,1,0,0,16,0,0,16,8/28/18,4,4,0,20,1,0,20,4/7/17,1,1,0,4,1,0,4,15.333,0,0,1,0,0,0,0,"520 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691",2/1/21
1223,335557,REBEKAH REHAB AND EXTENDED CARE CENTER,1072 HAVEMEYER AVENUE,BRONX,NY,10462,7188636200,20,Bronx,Non profit - Corporation,213,182.6,,Medicare and Medicaid,N,UNITED ODD FELLOW AND REBEKAH HOME,11/1/76,N,,N,N,N,Resident,Yes,3,,4,,4,,3,,5,,1,,1,,,,2.1088,0.8329,0.30754,1.14045,3.24924,0.07338,2.0687,0.82854,0.45532,3.35256,2.10302,0.74478,0.26618,3.09944,3/28/19,4,4,0,20,1,0,20,8/4/17,2,2,0,8,1,0,8,5/13/16,0,0,0,0,0,0,0,12.667,0,0,0,0,0,0,0,"1072 HAVEMEYER AVENUE,BRONX,NY,10462",2/1/21
7875,335820,REGAL HEIGHTS REHABILITATION AND HEALTH CARE CTR,70-05 35 AVENUE,JACKSON HEIGHTS,NY,11372,7186625100,590,Queens,For profit - Limited Liability company,280,229.6,,Medicare and Medicaid,N,"JACKSON HEIGHTS CARE CENTER, LLC",2/8/00,N,,N,N,N,Resident,Yes,5,,5,,5,,4,,5,,3,,3,,,,2.64663,0.14385,1.29933,1.44318,4.0898,0.11112,2.15047,0.92235,0.70209,3.77492,2.53901,0.11554,0.72932,3.46476,12/13/19,1,0,0,8,0,0,8,2/15/18,1,0,1,4,0,0,4,10/7/16,0,0,0,0,0,0,0,5.333,0,1,1,0,0,0,0,"70-05 35 AVENUE,JACKSON HEIGHTS,NY,11372",2/1/21
1242,335019,REGEIS CARE CENTER,3200 BAYCHESTER AVENUE,BRONX,NY,10475,7183203700,20,Bronx,For profit - Limited Liability company,236,173.3,,Medicare and Medicaid,N,REGEIS CARE CENTER,2/22/70,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,5,,2,,2,,,,2.38106,0.75135,0.49131,1.24267,3.62373,0.20535,2.17571,1.03648,0.58652,3.7987,2.25775,0.53707,0.33012,3.05069,2/10/20,6,6,0,28,1,0,28,6/18/18,0,0,0,0,0,0,0,12/2/16,1,0,1,4,0,0,4,14.667,1,0,0,0,0,0,0,"3200 BAYCHESTER AVENUE,BRONX,NY,10475",2/1/21
1693,335379,REGO PARK NURSING HOME,111 26 CORONA AVENUE,FLUSHING,NY,11368,7185926400,590,Queens,For profit - Corporation,200,130.1,,Medicare and Medicaid,N,REGO PARK N H LTD,11/1/73,N,,N,N,N,Resident,Yes,1,,1,,3,,4,,2,,2,,2,,,,2.45683,0.51046,0.67192,1.18238,3.63921,0.06461,2.2845,0.88138,0.52184,3.68772,2.21866,0.42909,0.50742,3.15593,10/21/19,6,6,0,48,1,0,48,8/16/18,8,7,1,88,1,0,88,2/28/17,0,0,0,0,0,0,0,53.333,2,0,0,1,975,0,1,"111 26 CORONA AVENUE,FLUSHING,NY,11368",2/1/21
1694,335199,RESORT NURSING HOME,430 BEACH 68TH STREET,ARVERNE,NY,11692,7184745200,590,Queens,For profit - Individual,280,160.6,,Medicare and Medicaid,N,MICHAEL TENENBAUM,10/7/69,N,,N,N,N,Resident,Yes,2,,3,,1,,3,,1,,3,,4,,,,2.34066,0.26131,1.13135,1.39266,3.73332,0.07107,2.04438,0.77314,0.55957,3.37709,2.36202,0.2504,0.79676,3.53532,6/13/19,5,5,0,32,1,0,32,1/26/18,3,3,0,12,1,0,12,11/7/16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,"430 BEACH 68TH STREET,ARVERNE,NY,11692",2/1/21
4823,335772,RICHMOND CTR FOR REHAB AND SPECIALTY HEALTHCARE,91 TOMPKINS AVENUE,STATEN ISLAND,NY,10304,7188761200,610,Richmond,For profit - Partnership,372,362.5,,Medicare and Medicaid,N,Legal Business Name Not Available,1/14/94,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,3,,3,,2,,,,3.16066,0.99725,0.55845,1.5557,4.71636,0.02488,1.79435,0.69315,0.4514,2.9389,3.63394,1.06591,0.48754,5.13215,1/31/19,7,4,3,40,1,0,40,6/9/17,10,9,1,80,1,0,80,3/24/16,1,1,0,4,1,0,4,47.333,2,1,0,0,0,0,0,"91 TOMPKINS AVENUE,STATEN ISLAND,NY,10304",2/1/21
1666,335571,ROCKAWAY CARE CENTER,353 BEACH 48TH STREET,FAR ROCKAWAY,NY,11691,7184715000,590,Queens,For profit - Corporation,228,153.8,,Medicare and Medicaid,N,ROCKAWAY CARE CENTER LLC,11/1/76,N,,N,N,N,Resident,Yes,4,,4,,3,,5,,1,,2,,2,,,,2.16035,0.79002,0.54479,1.33481,3.49516,0.05996,1.8466,0.73943,0.52275,3.10877,2.41356,0.79157,0.4107,3.59547,2/8/19,0,0,0,0,0,0,0,6/9/17,1,1,0,8,1,0,8,3/28/16,5,5,0,20,1,0,20,6,0,0,0,0,0,0,0,"353 BEACH 48TH STREET,FAR ROCKAWAY,NY,11691",2/1/21
1316,335537,"RUTLAND NURSING HOME, INC",585 SCHENECTADY AVE,BROOKLYN,NY,11203,7186045221,331,Kings,Non profit - Corporation,538,390.5,,Medicare and Medicaid,Y,RUTLAND NURSING HOME INC,8/1/76,N,,N,N,N,Both,Yes,3,,2,,5,,5,,5,,3,,3,,,,2.56191,0.9148,0.93776,1.85256,4.41447,0.05025,2.19722,0.84248,0.5776,3.6173,2.40545,0.80448,0.63981,3.90275,2/10/20,6,6,0,28,1,0,28,5/11/18,4,4,0,20,1,0,20,2/27/17,7,7,0,36,1,0,36,26.667,0,0,0,0,0,0,0,"585 SCHENECTADY AVE,BROOKLYN,NY,11203",2/1/21
4418,335748,SAINTS JOACHIM & ANNE NURSING AND REHAB CENTER,2720 SURF AVENUE,BROOKLYN,NY,11224,7187144800,331,Kings,Non profit - Other,200,132.9,,Medicare and Medicaid,N,SAINTS JOACHIM & ANNE NURSING AND REHABILITATION CENTER,2/4/91,N,,N,N,N,Resident,Yes,4,,4,,4,,5,,4,,2,,2,,,,2.342,0.71268,0.6002,1.31288,3.65489,0.13454,2.25711,0.98247,0.70349,3.94307,2.14063,0.53743,0.33623,2.96426,9/15/20,1,1,0,4,1,0,4,9/14/18,5,2,3,20,1,0,20,1/18/17,1,1,0,4,1,0,4,9.333,3,0,0,0,0,0,0,"2720 SURF AVENUE,BROOKLYN,NY,11224",2/1/21
1680,335133,SAPPHIRE CTR FOR REHAB & NRSG OF CTRL QUEENS,35 15 PARSONS BLVD,FLUSHING,NY,11354,7189613500,590,Queens,For profit - Partnership,227,155.9,,Medicare and Medicaid,N,Legal Business Name Not Available,1/1/67,N,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,2,,3,,,,2.10369,0.11338,0.95077,1.06415,3.16784,0.08767,2.238,1.00171,0.57489,3.81461,1.93922,0.08386,0.65175,2.65577,12/23/19,3,3,1,16,1,0,16,6/28/18,0,0,0,0,0,0,0,12/19/16,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,"35 15 PARSONS BLVD,FLUSHING,NY,11354",2/1/21
1224,335015,SCHERVIER NURSING CARE CENTER,2975 INDEPENDENCE AVE,BRONX,NY,10463,7185481700,20,Bronx,For profit - Corporation,366,293,,Medicare and Medicaid,N,RIVERDALE SNF LLC,1/1/67,N,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,3,,3,,,,2.89166,0.81178,0.77741,1.58919,4.48085,0.07415,2.18415,0.85951,0.48783,3.53149,2.73131,0.69973,0.62802,4.0577,2/22/19,1,0,1,8,0,0,8,4/21/17,3,0,3,12,0,0,12,2/8/16,2,1,1,12,1,0,12,10,3,2,1,0,0,0,0,"2975 INDEPENDENCE AVE,BRONX,NY,10463",2/1/21
1376,335381,SCHULMAN AND SCHACHNE INST FOR NURSING & REHAB,555 ROCKAWAY PARKWAY,BROOKLYN,NY,11212,7182405775,331,Kings,Non profit - Corporation,448,335.5,,Medicare and Medicaid,Y,THE SCHULMAN AND SCHACHNE INSTITUTE FOR NURSING AND REHABILITATION INC,3/20/73,N,,N,N,N,Both,Yes,5,,5,,5,,5,,5,,2,,2,,,,2.04581,1.00034,0.64506,1.6454,3.69121,0.07056,1.91543,0.77095,0.50933,3.19571,2.20346,0.96131,0.49911,3.69385,12/24/19,1,1,0,4,1,0,4,2/6/18,1,1,0,4,1,0,4,9/30/16,0,0,0,0,0,0,0,3.333,0,0,0,0,0,0,0,"555 ROCKAWAY PARKWAY,BROOKLYN,NY,11212",2/1/21
1401,335411,SEA CREST NURSING AND REHABILITATION CENTER,3035 WEST 24TH ST,BROOKLYN,NY,11224,7183724500,331,Kings,For profit - Corporation,320,206.5,,Medicare and Medicaid,N,"SEA CREST ACQUISITION I, LLC",11/1/73,N,,N,N,N,Resident,Yes,5,,5,,4,,4,,5,,3,,4,,,,1.98571,0.08021,1.2243,1.30452,3.29023,0.06352,2.18124,0.87573,0.51922,3.57619,1.8781,0.06786,0.92923,2.94227,1/31/19,0,0,0,0,0,0,0,3/7/17,1,1,0,4,1,0,4,12/21/15,1,0,1,8,0,0,8,2.667,0,1,0,0,0,0,0,"3035 WEST 24TH ST,BROOKLYN,NY,11224",2/1/21
1749,335108,SEA VIEW HOSPITAL REHABILITATION CENTER AND HOME,460 BRIELLE AVE,STATEN ISLAND,NY,10314,7183173000,610,Richmond,Government - City,304,282,,Medicare and Medicaid,N,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,7/1/70,N,,N,N,N,Both,Yes,5,,4,,5,,5,,5,,4,,4,,,,3.16789,0.5226,1.15193,1.67453,4.84243,0.08689,2.26696,0.83812,0.44207,3.54716,2.88292,0.46196,1.02689,4.36576,1/31/20,2,2,0,8,1,0,8,4/13/18,3,3,0,12,1,0,12,1/26/17,1,0,1,4,0,0,4,8.667,0,1,0,0,0,0,0,"460 BRIELLE AVE,STATEN ISLAND,NY,10314",2/1/21
1373,335513,SEAGATE REHABILITATION AND NURSING CENTER,3015 W 29 ST,BROOKLYN,NY,11224,7182665700,331,Kings,For profit - Corporation,360,277.7,,Medicare and Medicaid,N,SHOREFRONT OPERATING LLC,1/1/76,N,,N,N,N,None,Yes,3,,3,,5,,5,,5,,1,,1,,,,2.26065,0.63051,0.3212,0.95171,3.21236,0.19051,2.3649,0.95619,0.47645,3.79754,1.97209,0.48853,0.26567,2.7052,11/8/19,4,3,1,20,1,0,20,2/16/18,3,3,0,24,1,0,24,9/30/16,3,3,0,16,1,0,16,20.667,1,0,0,0,0,0,0,"3015 W 29 ST,BROOKLYN,NY,11224",2/1/21
1398,335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,7186465700,331,Kings,For profit - Corporation,200,154.3,,Medicare and Medicaid,N,SHEEPSHEAD NURSING AND REHABILITATION CENTER LLC,5/1/85,N,,N,N,N,Both,Yes,5,,4,,5,,4,,5,,2,,2,,,,2.52244,0.71052,0.67839,1.38891,3.91135,0.10258,2.20865,0.92196,0.55975,3.69035,2.35614,0.57097,0.47761,3.38951,10/10/19,4,4,0,20,1,0,20,12/11/17,1,1,0,4,1,0,4,9/2/16,1,1,0,4,1,0,4,12,0,0,0,0,0,0,0,"2840 KNAPP ST,BROOKLYN,NY,11235",2/1/21
1399,335288,SHORE VIEW NURSING  & REHABILITATION CENTER,2865 BRIGHTON 3RD STREET,BROOKLYN,NY,11235,7188914400,331,Kings,For profit - Corporation,320,234.2,,Medicare and Medicaid,N,SHORE VIEW ACQUISITION I LLC,1/1/78,N,,N,N,N,Both,Yes,5,,5,,5,,5,,5,,3,,4,,,,1.94614,0.11695,1.20906,1.32601,3.27215,0.06741,2.26155,0.92648,0.51217,3.7002,1.77531,0.09352,0.9303,2.82804,6/17/19,0,0,0,0,0,0,0,9/28/17,1,1,0,4,1,0,4,6/30/16,1,1,0,4,1,0,4,2,0,0,0,0,0,0,0,"2865 BRIGHTON 3RD STREET,BROOKLYN,NY,11235",2/1/21
1753,335196,SILVER LAKE SPECIALIZED REHAB AND CARE CENTER,275 CASTLETON AVENUE,STATEN ISLAND,NY,10301,7184477800,610,Richmond,For profit - Limited Liability company,278,175.7,,Medicare and Medicaid,N,SILVER LAKE SPECIALIZED,1/1/71,N,,N,N,N,Both,Yes,2,,1,,5,,5,,3,,2,,2,,,,2.68824,0.5286,0.92924,1.45784,4.14608,0.03197,2.09313,0.88834,0.77591,3.75738,2.64959,0.44085,0.47196,3.52883,9/13/19,4,4,0,20,1,0,20,7/16/18,12,12,0,100,2,50,150,8/25/17,1,0,1,4,0,0,4,60.667,0,2,0,1,11011,0,1,"275 CASTLETON AVENUE,STATEN ISLAND,NY,10301",2/1/21
4407,335724,SILVERCREST,144 45 87TH AVENUE,JAMAICA,NY,11435,7184804026,590,Queens,Non profit - Corporation,320,268.4,,Medicare and Medicaid,N,THE SILVERCREST CENTER FOR NURSING AND REHABILITATION,12/26/90,N,,N,N,N,Both,Yes,4,,4,,4,,5,,3,,2,,2,,,,2.49166,0.44102,1.13799,1.57901,4.07067,0.06368,2.36111,0.90192,1.05174,4.31478,2.1771,0.36227,0.4264,3.01707,9/22/20,2,1,1,8,1,0,8,9/13/18,4,4,1,16,1,0,16,1/9/17,0,0,0,0,0,0,0,9.333,3,0,0,1,13507,0,1,"144 45 87TH AVENUE,JAMAICA,NY,11435",2/1/21
