Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Role played by Owner or Manager in Facility,Owner Type,Owner Name,Ownership Percentage,Association Date,Location,Processing Date
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,DIRECTOR,Individual,"BASLOE, ROBERT",NOT APPLICABLE,since 08/19/2015,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,DIRECTOR,Individual,"DECARLO, ROBERT",NOT APPLICABLE,since 09/16/2010,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,DIRECTOR,Individual,"ENEA, HARRY",NOT APPLICABLE,since 06/15/2005,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,DIRECTOR,Individual,"LITTLE SMITH, MARY",NOT APPLICABLE,since 08/17/2011,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,DIRECTOR,Individual,"LYGA, ANN",NOT APPLICABLE,since 04/16/2014,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,DIRECTOR,Individual,"LYNCH, MARGUERITE",NOT APPLICABLE,since 11/18/2009,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,DIRECTOR,Individual,"MANNE, KARL",NOT APPLICABLE,since 09/06/2015,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,DIRECTOR,Individual,"MILITELLO, JOHN",NOT APPLICABLE,since 07/18/2007,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,DIRECTOR,Individual,"O'DONNELL, LAURA",NOT APPLICABLE,since 01/03/1984,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,DIRECTOR,Individual,"TENGERES, MICHAEL",NOT APPLICABLE,since 11/18/2015,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,DIRECTOR,Individual,"TORCIA, CAROLYN",NOT APPLICABLE,since 11/28/2001,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,OFFICER,Individual,"WILLIAMS, BETHANY",NOT APPLICABLE,since 01/18/2015,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,HERKIMER,NY,13350,MANAGING EMPLOYEE,Individual,"BETRUS, LISA",NOT APPLICABLE,since 10/30/1995,"690 WEST GERMAN STREET,HERKIMER,NY,13350",44228
335673,FOUR SEASONS NURSING AND REHABILITATION CENTER,1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"AMSEL, HINDY",NO PERCENTAGE PROVIDED,since 01/16/2018,"1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236",44228
335673,FOUR SEASONS NURSING AND REHABILITATION CENTER,1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"FRANKL, SHERYL",0.08,since 01/16/2018,"1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236",44228
335673,FOUR SEASONS NURSING AND REHABILITATION CENTER,1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"GOLDSTEIN, JEFFREY",0.1,since 01/16/2018,"1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236",44228
335673,FOUR SEASONS NURSING AND REHABILITATION CENTER,1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"MANELA, MICHAEL",0.2,since 01/16/2018,"1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236",44228
335673,FOUR SEASONS NURSING AND REHABILITATION CENTER,1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"POMERAWTZ, CHAWAWIA",0.05,since 01/16/2018,"1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236",44228
335673,FOUR SEASONS NURSING AND REHABILITATION CENTER,1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SHERMAN, ALEXANDER",0.15,since 01/16/2018,"1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236",44228
335673,FOUR SEASONS NURSING AND REHABILITATION CENTER,1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SHERMAN, LEA",0.4,since 01/16/2018,"1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236",44228
335673,FOUR SEASONS NURSING AND REHABILITATION CENTER,1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236,MANAGING EMPLOYEE,Individual,"GALLEN, CAROLINE",NOT APPLICABLE,since 01/07/1996,"1555 ROCKAWAY PARKWAY,BROOKLYN,NY,11236",44228
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,100 SOUTHERN BOULEVARD,NESCONSET,NY,11767,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"EINHORN, NEAL",0.44,since 08/22/2017,"100 SOUTHERN BOULEVARD,NESCONSET,NY,11767",44228
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,100 SOUTHERN BOULEVARD,NESCONSET,NY,11767,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"FRIEDMAN, MARK",0.44,since 08/22/2017,"100 SOUTHERN BOULEVARD,NESCONSET,NY,11767",44228
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,100 SOUTHERN BOULEVARD,NESCONSET,NY,11767,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RUDNER, AKIVA",NO PERCENTAGE PROVIDED,since 08/22/2017,"100 SOUTHERN BOULEVARD,NESCONSET,NY,11767",44228
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,100 SOUTHERN BOULEVARD,NESCONSET,NY,11767,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"SAX, STEVEN",NO PERCENTAGE PROVIDED,since 08/22/2017,"100 SOUTHERN BOULEVARD,NESCONSET,NY,11767",44228
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,100 SOUTHERN BOULEVARD,NESCONSET,NY,11767,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"ZUCKER, YOSSIE",0.05,since 08/22/2017,"100 SOUTHERN BOULEVARD,NESCONSET,NY,11767",44228
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,100 SOUTHERN BOULEVARD,NESCONSET,NY,11767,OFFICER,Individual,"EINHORN, NEAL",NOT APPLICABLE,since 08/22/2017,"100 SOUTHERN BOULEVARD,NESCONSET,NY,11767",44228
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,100 SOUTHERN BOULEVARD,NESCONSET,NY,11767,OFFICER,Individual,"FRIEDMAN, MARK",NOT APPLICABLE,since 02/01/2019,"100 SOUTHERN BOULEVARD,NESCONSET,NY,11767",44228
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,100 SOUTHERN BOULEVARD,NESCONSET,NY,11767,MANAGING EMPLOYEE,Individual,"GOLDSTEIN, AVROHOM",NOT APPLICABLE,since 02/01/2019,"100 SOUTHERN BOULEVARD,NESCONSET,NY,11767",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"BERG, SHARON",NOT APPLICABLE,since 05/29/1996,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"BOYD, CHRISTINA",NOT APPLICABLE,since 05/26/2016,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"BYRNE COLLING, KATHLEEN",NOT APPLICABLE,since 08/27/2014,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"CARLING, JOHN",NOT APPLICABLE,since 05/30/2012,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"COLEMAN, CAROL",NOT APPLICABLE,since 05/26/2016,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"COONS, JOSEPH",NOT APPLICABLE,since 05/26/2016,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"CROUNSE, JOHN",NOT APPLICABLE,since 05/28/2008,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"CULVER, JEFFREY",NOT APPLICABLE,since 05/26/2016,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"DRABO, MELISSA",NOT APPLICABLE,since 08/27/2014,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"HOPKINS, SARAH",NOT APPLICABLE,since 05/25/2015,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"JOHNSON, MARYANN",NOT APPLICABLE,since 05/25/2011,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"LEE, LISA",NOT APPLICABLE,since 05/26/2016,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"LEWIS, SHARRON",NOT APPLICABLE,since 08/31/2016,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"LEWIS, WILLIAM",NOT APPLICABLE,since 08/28/2013,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"MILLER, ELAINE",NOT APPLICABLE,since 11/19/2014,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"MULLIGAN, ROSEANNE",NOT APPLICABLE,since 08/27/2014,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"POSEGATE, DIANNE",NOT APPLICABLE,since 08/31/2016,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"REID, PHILIP",NOT APPLICABLE,since 05/26/2016,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"ROGERS, EDWIN",NOT APPLICABLE,since 05/24/2006,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"SMITH, BLENDA",NOT APPLICABLE,since 02/25/2015,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"STANTON, BETTY",NOT APPLICABLE,since 05/28/2008,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"SUMMERS, KENNITH",NOT APPLICABLE,since 05/27/2015,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,DIRECTOR,Individual,"TRIVELPIECE, A. WAYNE",NOT APPLICABLE,since 05/26/2010,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,OFFICER,Individual,"PICCHINI, BRIAN",NOT APPLICABLE,since 01/01/2012,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,MANAGING EMPLOYEE,Individual,"MCGUIRE, SHANE",NOT APPLICABLE,since 03/05/2013,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,MANAGING EMPLOYEE,Individual,"PATTI, RONALD",NOT APPLICABLE,since 01/19/2015,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,JOHNSON CITY,NY,13790,MANAGING EMPLOYEE,Individual,"PICCHINI, BRIAN",NOT APPLICABLE,since 11/18/2011,"285 DEYO HILL ROAD,JOHNSON CITY,NY,13790",44228
335676,"HAVEN MANOR HEALTH CARE CENTER, L L C",1441 GATEWAY BOULEVARD,FAR ROCKAWAY,NY,11691,PARTNERSHIP INTEREST,Individual,"CYTRYN, ARON",NOT APPLICABLE,since 09/27/2007,"1441 GATEWAY BOULEVARD,FAR ROCKAWAY,NY,11691",44228
335676,"HAVEN MANOR HEALTH CARE CENTER, L L C",1441 GATEWAY BOULEVARD,FAR ROCKAWAY,NY,11691,MANAGING EMPLOYEE,Individual,"CYTRYN, ARON",NOT APPLICABLE,since 09/27/2007,"1441 GATEWAY BOULEVARD,FAR ROCKAWAY,NY,11691",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,ESTATE OF ADOLF WEIDER,0.25,since 09/25/2006,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"KAHAN, PEARL",0.14,since 09/25/2006,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"LIPSCHITZ, CHAIM",0.12,since 05/23/2011,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"LIPSCHITZ, ELLIOT",0.12,since 05/23/2011,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"LIPSCHITZ, SAMUEL",0.12,since 05/23/2011,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"PANETH, MORTON",0.08,since 09/25/2006,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"PANETH, THOMAS",0.08,since 09/25/2006,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"WERNER, LEAH",0.08,since 09/25/2006,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,PARTNERSHIP INTEREST,Individual,"LIPSCHITZ, OLGA",NOT APPLICABLE,since 05/23/2011,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,OPERATIONAL/MANAGERIAL CONTROL,Individual,"KAHAN, JEROME",NOT APPLICABLE,since 09/25/2006,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,OFFICER,Individual,"LIPSCHITZ, OLGA",NOT APPLICABLE,since 05/23/2011,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,BROOKLYN,NY,11235,MANAGING EMPLOYEE,Individual,"TSANTKER, MINA",NOT APPLICABLE,since 09/25/2006,"2840 KNAPP ST,BROOKLYN,NY,11235",44228
335678,ELDERWOOD AT LIVERPOOL,4800 BEAR ROAD,LIVERPOOL,NY,13088,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"COLE, WARREN",0.5,since 10/12/2011,"4800 BEAR ROAD,LIVERPOOL,NY,13088",44228
335678,ELDERWOOD AT LIVERPOOL,4800 BEAR ROAD,LIVERPOOL,NY,13088,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RUBIN, JEFFREY",0.5,since 10/12/2011,"4800 BEAR ROAD,LIVERPOOL,NY,13088",44228
335678,ELDERWOOD AT LIVERPOOL,4800 BEAR ROAD,LIVERPOOL,NY,13088,OPERATIONAL/MANAGERIAL CONTROL,Individual,"COLE, WARREN",NOT APPLICABLE,since 10/12/2011,"4800 BEAR ROAD,LIVERPOOL,NY,13088",44228
335678,ELDERWOOD AT LIVERPOOL,4800 BEAR ROAD,LIVERPOOL,NY,13088,OPERATIONAL/MANAGERIAL CONTROL,Individual,"RUBIN, JEFFREY",NOT APPLICABLE,since 10/12/2011,"4800 BEAR ROAD,LIVERPOOL,NY,13088",44228
335678,ELDERWOOD AT LIVERPOOL,4800 BEAR ROAD,LIVERPOOL,NY,13088,OFFICER,Individual,"COLE, WARREN",NOT APPLICABLE,since 10/12/2011,"4800 BEAR ROAD,LIVERPOOL,NY,13088",44228
335678,ELDERWOOD AT LIVERPOOL,4800 BEAR ROAD,LIVERPOOL,NY,13088,OFFICER,Individual,"RUBIN, JEFFREY",NOT APPLICABLE,since 10/12/2011,"4800 BEAR ROAD,LIVERPOOL,NY,13088",44228
335678,ELDERWOOD AT LIVERPOOL,4800 BEAR ROAD,LIVERPOOL,NY,13088,MANAGING EMPLOYEE,Individual,"KENWORTHY, KIMBERLY",NOT APPLICABLE,since 08/09/2019,"4800 BEAR ROAD,LIVERPOOL,NY,13088",44228
335678,ELDERWOOD AT LIVERPOOL,4800 BEAR ROAD,LIVERPOOL,NY,13088,MANAGING EMPLOYEE,Individual,"QUILLARD, PHILIP",NOT APPLICABLE,since 08/09/2019,"4800 BEAR ROAD,LIVERPOOL,NY,13088",44228
335678,ELDERWOOD AT LIVERPOOL,4800 BEAR ROAD,LIVERPOOL,NY,13088,MANAGING EMPLOYEE,Individual,"RUSSELL, KRISTIN",NOT APPLICABLE,since 08/09/2019,"4800 BEAR ROAD,LIVERPOOL,NY,13088",44228
335678,ELDERWOOD AT LIVERPOOL,4800 BEAR ROAD,LIVERPOOL,NY,13088,MANAGING EMPLOYEE,Individual,"VINKLE, JOHN PAUL",NOT APPLICABLE,since 08/09/2019,"4800 BEAR ROAD,LIVERPOOL,NY,13088",44228
335679,ELDERWOOD AT HAMBURG,5775 MAELOU DRIVE,HAMBURG,NY,14075,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"COLE, WARREN",0.5,since 10/14/2011,"5775 MAELOU DRIVE,HAMBURG,NY,14075",44228
335679,ELDERWOOD AT HAMBURG,5775 MAELOU DRIVE,HAMBURG,NY,14075,5% OR GREATER DIRECT OWNERSHIP INTEREST,Individual,"RUBIN, JEFFREY",0.5,since 10/14/2011,"5775 MAELOU DRIVE,HAMBURG,NY,14075",44228
335679,ELDERWOOD AT HAMBURG,5775 MAELOU DRIVE,HAMBURG,NY,14075,OPERATIONAL/MANAGERIAL CONTROL,Individual,"COLE, WARREN",NOT APPLICABLE,since 10/14/2011,"5775 MAELOU DRIVE,HAMBURG,NY,14075",44228
335679,ELDERWOOD AT HAMBURG,5775 MAELOU DRIVE,HAMBURG,NY,14075,OPERATIONAL/MANAGERIAL CONTROL,Individual,"RUBIN, JEFFREY",NOT APPLICABLE,since 10/14/2011,"5775 MAELOU DRIVE,HAMBURG,NY,14075",44228
335679,ELDERWOOD AT HAMBURG,5775 MAELOU DRIVE,HAMBURG,NY,14075,MANAGING EMPLOYEE,Individual,"MCCOOEY, TIMOTHY",NOT APPLICABLE,since 09/29/2014,"5775 MAELOU DRIVE,HAMBURG,NY,14075",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,5% OR GREATER DIRECT OWNERSHIP INTEREST,Organization,ST PETERS HEALTH PARTNERS,1,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,5% OR GREATER INDIRECT OWNERSHIP INTEREST,Organization,TRINITY HEALTH CORPORATION,NO PERCENTAGE PROVIDED,since 07/01/2014,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,OPERATIONAL/MANAGERIAL CONTROL,Individual,"YOUNG, PETER",NOT APPLICABLE,since 11/07/2014,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"BYLANCIK, ROBERT",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"COTTRELL, BARBARA",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"DAKE, GARY",NOT APPLICABLE,since 01/01/2015,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"DECLERCQ, CATHERINE",NOT APPLICABLE,since 01/01/2016,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"DISARRO, ANN",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"FILIPPONE, JOHN",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"GORDON, HAROLD",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"GUZIOR, RONALD",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"HEARST, GEORGE",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"HERBERT, PHYLLIS",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"JOHNSON, ROBERT",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,TROY,NY,12180,DIRECTOR,Individual,"KARPIAK, BEVERLY",NOT APPLICABLE,since 10/01/2011,"2256 BURDETT AVENUE,TROY,NY,12180",44228
